record_id,timestamp,service_date,service_week,day_type,time_of_day,mode,route,direction,stop_id,trip_id,status,delay_sec,headway_min,passengers_on,passengers_off
370,2025-01-20 16:19:14,2025-01-20,4,Weekday,PM Peak,train,T3,Outbound,STN190,T3-20250120-1619-4,late,109,9.4,11,16
94,2025-01-20 19:02:57,2025-01-20,4,Weekday,Evening,bus,B12,NB,STOP265,B12-20250120-1902-4,early,-245,13.5,3,7
497,2025-01-20 19:51:32,2025-01-20,4,Weekday,Evening,train,T5,Inbound,STN51,T5-20250120-1951-3,on_time,57,11.2,13,19
186,2025-01-20 23:55:56,2025-01-20,4,Weekday,Night,train,T3,Inbound,STN34,T3-20250120-2355-4,late,121,10.6,18,17
350,2025-01-21 01:21:37,2025-01-21,4,Weekday,Night,bus,B10,WB,STOP327,B10-20250121-0121-1,on_time,44,18.8,1,0
30,2025-01-21 03:05:30,2025-01-21,4,Weekday,Night,train,T3,Inbound,STN137,T3-20250121-0305-3,on_time,-9,8.8,18,18
221,2025-01-21 03:07:34,2025-01-21,4,Weekday,Night,bus,B52,SB,STOP474,B52-20250121-0307-3,on_time,-44,13.6,3,4
299,2025-01-21 03:56:49,2025-01-21,4,Weekday,Night,train,T5,Outbound,STN122,T5-20250121-0356-4,early,-206,14.3,12,11
5,2025-01-21 06:45:00,2025-01-21,4,Weekday,AM Peak,bus,B99,WB,STOP801,B99-20250121-0645-4,late,92,9.9,3,3
215,2025-01-21 07:32:07,2025-01-21,4,Weekday,AM Peak,bus,B10,SB,STOP284,B10-20250121-0732-2,on_time,30,10.6,3,0
492,2025-01-21 08:09:37,2025-01-21,4,Weekday,AM Peak,bus,B10,EB,STOP962,B10-20250121-0809-3,late,101,13.6,5,0
300,2025-01-21 11:14:29,2025-01-21,4,Weekday,Midday,bus,B52,SB,STOP460,B52-20250121-1114-1,late,219,14.8,2,3
366,2025-01-21 12:17:44,2025-01-21,4,Weekday,Midday,bus,B52,WB,STOP233,B52-20250121-1217-4,late,74,14.5,2,1
348,2025-01-21 13:18:42,2025-01-21,4,Weekday,Midday,bus,B10,EB,STOP424,B10-20250121-1318-4,early,-214,8.9,1,2
485,2025-01-21 13:34:37,2025-01-21,4,Weekday,Midday,bus,B52,EB,STOP948,B52-20250121-1334-2,on_time,-24,6.2,5,3
307,2025-01-21 14:05:33,2025-01-21,4,Weekday,Midday,train,T5,Inbound,STN166,T5-20250121-1405-4,early,-235,4.1,15,15
285,2025-01-21 14:46:58,2025-01-21,4,Weekday,Midday,bus,B12,NB,STOP875,B12-20250121-1446-4,on_time,-32,5.8,2,3
422,2025-01-21 16:21:41,2025-01-21,4,Weekday,PM Peak,bus,B52,SB,STOP791,B52-20250121-1621-1,on_time,-42,17.3,2,0
413,2025-01-21 16:52:06,2025-01-21,4,Weekday,PM Peak,bus,B99,SB,STOP146,B99-20250121-1652-2,late,132,18.4,5,3
245,2025-01-21 16:55:35,2025-01-21,4,Weekday,PM Peak,bus,B12,SB,STOP544,B12-20250121-1655-1,early,-150,15.7,7,4
72,2025-01-21 19:32:22,2025-01-21,4,Weekday,Evening,train,T2,Inbound,STN56,T2-20250121-1932-3,late,82,3.5,15,10
149,2025-01-21 21:44:18,2025-01-21,4,Weekday,Evening,train,T1,Inbound,STN75,T1-20250121-2144-4,late,74,4.2,7,19
76,2025-01-21 23:43:51,2025-01-21,4,Weekday,Night,train,T2,Outbound,STN71,T2-20250121-2343-4,on_time,-2,8.8,12,9
166,2025-01-22 01:51:56,2025-01-22,4,Weekday,Night,bus,B21,NB,STOP313,B21-20250122-0151-4,on_time,-21,8.8,2,3
29,2025-01-22 03:59:57,2025-01-22,4,Weekday,Night,train,T3,Outbound,STN108,T3-20250122-0359-4,early,-294,4.2,12,20
471,2025-01-22 04:50:59,2025-01-22,4,Weekday,EarlyAM,train,T3,Outbound,STN95,T3-20250122-0450-1,late,99,4.1,15,14
218,2025-01-22 05:31:13,2025-01-22,4,Weekday,EarlyAM,bus,B10,NB,STOP477,B10-20250122-0531-3,on_time,-21,15.9,3,7
292,2025-01-22 05:47:35,2025-01-22,4,Weekday,EarlyAM,bus,B99,NB,STOP654,B99-20250122-0547-3,on_time,-4,17.1,2,1
323,2025-01-22 07:18:19,2025-01-22,4,Weekday,AM Peak,bus,B12,WB,STOP405,B12-20250122-0718-4,on_time,6,7.5,5,2
354,2025-01-22 07:31:34,2025-01-22,4,Weekday,AM Peak,train,T1,Inbound,STN167,T1-20250122-0731-3,on_time,56,3.7,10,10
140,2025-01-22 07:42:46,2025-01-22,4,Weekday,AM Peak,bus,B99,EB,STOP156,B99-20250122-0742-4,late,74,10.8,4,1
6,2025-01-22 09:12:39,2025-01-22,4,Weekday,AM Peak,bus,B10,NB,STOP162,B10-20250122-0912-4,early,-64,17.2,3,3
168,2025-01-22 09:20:23,2025-01-22,4,Weekday,AM Peak,bus,B12,NB,STOP648,B12-20250122-0920-3,on_time,34,9.3,3,1
351,2025-01-22 09:21:26,2025-01-22,4,Weekday,AM Peak,bus,B52,NB,STOP793,B52-20250122-0921-4,on_time,-11,10.1,2,3
90,2025-01-22 10:07:24,2025-01-22,4,Weekday,Midday,bus,B21,WB,STOP159,B21-20250122-1007-1,on_time,-24,7.8,6,4
42,2025-01-22 11:03:31,2025-01-22,4,Weekday,Midday,bus,B99,EB,STOP434,B99-20250122-1103-3,late,161,10.9,4,2
230,2025-01-22 12:05:16,2025-01-22,4,Weekday,Midday,train,T2,Outbound,STN17,T2-20250122-1205-2,on_time,-36,3.8,16,12
18,2025-01-22 15:41:31,2025-01-22,4,Weekday,PM Peak,bus,B21,EB,STOP646,B21-20250122-1541-3,late,132,16.5,4,6
31,2025-01-22 21:24:12,2025-01-22,4,Weekday,Evening,bus,B21,EB,STOP687,B21-20250122-2124-3,on_time,-31,15.3,3,5
180,2025-01-22 23:38:10,2025-01-22,4,Weekday,Night,bus,B21,SB,STOP965,B21-20250122-2338-1,early,-74,12.3,5,0
142,2025-01-23 00:27:31,2025-01-23,4,Weekday,Night,bus,B10,SB,STOP212,B10-20250123-0027-3,early,-77,11.5,4,3
372,2025-01-23 00:37:24,2025-01-23,4,Weekday,Night,bus,B21,SB,STOP313,B21-20250123-0037-3,on_time,15,18.5,1,2
329,2025-01-23 01:39:34,2025-01-23,4,Weekday,Night,bus,B21,EB,STOP257,B21-20250123-0139-3,late,89,19.1,2,2
434,2025-01-23 02:46:09,2025-01-23,4,Weekday,Night,train,T3,Inbound,STN32,T3-20250123-0246-2,early,-237,3.6,17,14
170,2025-01-23 09:35:42,2025-01-23,4,Weekday,AM Peak,train,T2,Inbound,STN77,T2-20250123-0935-3,late,92,7.6,14,8
46,2025-01-23 09:37:54,2025-01-23,4,Weekday,AM Peak,train,T2,Inbound,STN116,T2-20250123-0937-1,on_time,4,9.4,12,13
73,2025-01-23 10:01:02,2025-01-23,4,Weekday,Midday,train,T1,Outbound,STN68,T1-20250123-1001-2,on_time,3,14.3,13,12
499,2025-01-23 10:40:09,2025-01-23,4,Weekday,Midday,train,T3,Outbound,STN179,T3-20250123-1040-2,on_time,-19,3.2,15,13
219,2025-01-23 11:28:48,2025-01-23,4,Weekday,Midday,bus,B12,WB,STOP963,B12-20250123-1128-3,on_time,-7,16.0,5,4
425,2025-01-23 12:43:29,2025-01-23,4,Weekday,Midday,train,T2,Inbound,STN88,T2-20250123-1243-4,on_time,33,7.5,12,14
496,2025-01-23 16:42:36,2025-01-23,4,Weekday,PM Peak,train,T3,Outbound,STN86,T3-20250123-1642-1,early,-172,14.3,11,16
157,2025-01-23 19:42:49,2025-01-23,4,Weekday,Evening,bus,B10,EB,STOP774,B10-20250123-1942-4,early,-137,7.1,5,2
429,2025-01-23 20:25:48,2025-01-23,4,Weekday,Evening,train,T3,Outbound,STN56,T3-20250123-2025-1,on_time,-22,14.1,17,11
16,2025-01-23 21:31:45,2025-01-23,4,Weekday,Evening,train,T1,Inbound,STN162,T1-20250123-2131-1,late,93,3.1,17,11
61,2025-01-24 00:34:39,2025-01-24,4,Weekday,Night,bus,B12,WB,STOP534,B12-20250124-0034-4,late,270,8.1,6,3
152,2025-01-24 01:54:12,2025-01-24,4,Weekday,Night,bus,B21,SB,STOP478,B21-20250124-0154-4,early,-187,10.7,5,5
326,2025-01-24 02:33:10,2025-01-24,4,Weekday,Night,bus,B99,EB,STOP860,B99-20250124-0233-3,on_time,60,14.7,4,4
13,2025-01-24 03:10:11,2025-01-24,4,Weekday,Night,train,T5,Outbound,STN156,T5-20250124-0310-4,early,-127,11.5,17,22
64,2025-01-24 03:50:59,2025-01-24,4,Weekday,Night,bus,B99,NB,STOP250,B99-20250124-0350-2,early,-225,17.7,7,5
282,2025-01-24 05:05:23,2025-01-24,4,Weekday,EarlyAM,train,T5,Inbound,STN172,T5-20250124-0505-3,early,-78,3.9,16,16
96,2025-01-24 05:33:42,2025-01-24,4,Weekday,EarlyAM,bus,B21,WB,STOP400,B21-20250124-0533-3,late,140,14.2,4,1
272,2025-01-24 07:12:34,2025-01-24,4,Weekday,AM Peak,bus,B21,WB,STOP327,B21-20250124-0712-3,early,-175,14.3,3,5
222,2025-01-24 07:14:09,2025-01-24,4,Weekday,AM Peak,bus,B52,WB,STOP149,B52-20250124-0714-2,on_time,17,11.5,5,7
480,2025-01-24 10:48:09,2025-01-24,4,Weekday,Midday,train,T5,Inbound,STN194,T5-20250124-1048-3,early,-165,6.4,22,20
271,2025-01-24 11:37:10,2025-01-24,4,Weekday,Midday,bus,B21,WB,STOP549,B21-20250124-1137-4,late,83,15.0,7,1
432,2025-01-24 11:54:39,2025-01-24,4,Weekday,Midday,train,T3,Outbound,STN35,T3-20250124-1154-1,early,-80,8.2,11,18
478,2025-01-24 12:01:50,2025-01-24,4,Weekday,Midday,train,T5,Outbound,STN76,T5-20250124-1201-3,late,127,8.8,11,24
169,2025-01-24 12:19:23,2025-01-24,4,Weekday,Midday,bus,B21,WB,STOP657,B21-20250124-1219-4,on_time,41,7.5,7,2
237,2025-01-24 13:07:01,2025-01-24,4,Weekday,Midday,bus,B99,WB,STOP639,B99-20250124-1307-1,late,122,9.7,5,5
364,2025-01-24 14:27:37,2025-01-24,4,Weekday,Midday,bus,B12,NB,STOP882,B12-20250124-1427-3,on_time,51,8.2,6,5
395,2025-01-24 16:08:43,2025-01-24,4,Weekday,PM Peak,train,T5,Outbound,STN155,T5-20250124-1608-1,on_time,21,4.1,19,17
391,2025-01-24 18:00:17,2025-01-24,4,Weekday,PM Peak,bus,B21,SB,STOP578,B21-20250124-1800-2,on_time,-19,11.2,6,6
141,2025-01-24 19:08:46,2025-01-24,4,Weekday,Evening,train,T2,Outbound,STN91,T2-20250124-1908-4,late,133,10.2,17,15
378,2025-01-24 20:44:41,2025-01-24,4,Weekday,Evening,bus,B21,EB,STOP309,B21-20250124-2044-1,early,-101,11.8,4,4
156,2025-01-24 22:43:55,2025-01-24,4,Weekday,Evening,bus,B21,NB,STOP585,B21-20250124-2243-2,on_time,26,13.1,7,1
357,2025-01-25 02:18:40,2025-01-25,4,Weekend,Night,bus,B52,WB,STOP937,B52-20250125-0218-2,on_time,19,14.8,2,0
265,2025-01-25 05:15:31,2025-01-25,4,Weekend,EarlyAM,bus,B10,WB,STOP738,B10-20250125-0515-2,early,-76,14.0,2,2
426,2025-01-25 06:24:57,2025-01-25,4,Weekend,AM Peak,bus,B21,WB,STOP973,B21-20250125-0624-1,on_time,-36,18.6,0,2
418,2025-01-25 06:25:04,2025-01-25,4,Weekend,AM Peak,train,T1,Inbound,STN157,T1-20250125-0625-4,late,154,13.2,11,18
472,2025-01-25 15:30:23,2025-01-25,4,Weekend,PM Peak,bus,B21,NB,STOP353,B21-20250125-1530-4,late,128,8.1,2,3
261,2025-01-25 17:58:49,2025-01-25,4,Weekend,PM Peak,bus,B52,SB,STOP131,B52-20250125-1758-1,on_time,-5,18.3,7,2
363,2025-01-25 18:48:04,2025-01-25,4,Weekend,PM Peak,bus,B12,SB,STOP373,B12-20250125-1848-1,early,-154,15.9,2,3
161,2025-01-25 21:05:48,2025-01-25,4,Weekend,Evening,train,T1,Inbound,STN28,T1-20250125-2105-4,late,106,12.7,15,12
466,2025-01-25 21:50:48,2025-01-25,4,Weekend,Evening,train,T2,Inbound,STN130,T2-20250125-2150-3,early,-200,7.3,14,17
389,2025-01-25 22:24:51,2025-01-25,4,Weekend,Evening,bus,B12,WB,STOP501,B12-20250125-2224-2,late,136,7.6,0,2
209,2025-01-25 22:56:52,2025-01-25,4,Weekend,Evening,train,T5,Outbound,STN182,T5-20250125-2256-2,late,165,6.0,12,22
226,2025-01-26 00:30:13,2025-01-26,4,Weekend,Night,bus,B12,SB,STOP178,B12-20250126-0030-1,on_time,20,8.2,2,5
197,2025-01-26 04:42:03,2025-01-26,4,Weekend,EarlyAM,bus,B52,NB,STOP102,B52-20250126-0442-1,early,-108,9.7,3,2
337,2025-01-26 04:52:38,2025-01-26,4,Weekend,EarlyAM,train,T2,Outbound,STN112,T2-20250126-0452-3,early,-184,14.7,20,10
231,2025-01-26 05:33:45,2025-01-26,4,Weekend,EarlyAM,train,T3,Outbound,STN91,T3-20250126-0533-1,late,99,12.4,14,12
130,2025-01-26 07:56:42,2025-01-26,4,Weekend,AM Peak,bus,B99,NB,STOP341,B99-20250126-0756-4,on_time,-4,5.6,5,2
129,2025-01-26 08:08:20,2025-01-26,4,Weekend,AM Peak,bus,B99,NB,STOP799,B99-20250126-0808-1,early,-143,14.7,4,7
44,2025-01-26 11:02:29,2025-01-26,4,Weekend,Midday,bus,B52,WB,STOP781,B52-20250126-1102-1,on_time,58,7.7,2,3
236,2025-01-26 11:33:25,2025-01-26,4,Weekend,Midday,bus,B12,EB,STOP144,B12-20250126-1133-2,on_time,-4,7.5,4,4
185,2025-01-26 14:12:31,2025-01-26,4,Weekend,Midday,train,T3,Outbound,STN51,T3-20250126-1412-3,early,-63,10.6,18,9
34,2025-01-26 17:07:22,2025-01-26,4,Weekend,PM Peak,bus,B99,SB,STOP914,B99-20250126-1707-3,early,-99,18.4,3,1
25,2025-01-26 17:25:52,2025-01-26,4,Weekend,PM Peak,train,T1,Inbound,STN153,T1-20250126-1725-1,late,253,4.2,20,15
390,2025-01-26 17:44:39,2025-01-26,4,Weekend,PM Peak,bus,B99,WB,STOP457,B99-20250126-1744-2,on_time,-53,10.3,4,0
126,2025-01-26 19:43:04,2025-01-26,4,Weekend,Evening,train,T1,Inbound,STN92,T1-20250126-1943-1,on_time,33,5.0,19,11
328,2025-01-26 19:52:56,2025-01-26,4,Weekend,Evening,train,T3,Outbound,STN94,T3-20250126-1952-3,on_time,50,8.2,14,13
145,2025-01-26 22:26:37,2025-01-26,4,Weekend,Evening,bus,B99,EB,STOP695,B99-20250126-2226-2,late,106,14.9,5,1
133,2025-01-26 23:47:47,2025-01-26,4,Weekend,Night,bus,B21,SB,STOP866,B21-20250126-2347-4,late,174,19.5,4,3
91,2025-01-27 01:25:09,2025-01-27,5,Weekday,Night,train,T2,Inbound,STN93,T2-20250127-0125-3,late,106,8.2,10,17
254,2025-01-27 04:09:55,2025-01-27,5,Weekday,EarlyAM,bus,B21,EB,STOP686,B21-20250127-0409-4,late,367,13.9,1,2
60,2025-01-27 05:18:17,2025-01-27,5,Weekday,EarlyAM,train,T3,Outbound,STN186,T3-20250127-0518-1,on_time,-29,12.4,10,15
148,2025-01-27 05:24:06,2025-01-27,5,Weekday,EarlyAM,bus,B21,NB,STOP589,B21-20250127-0524-2,on_time,0,6.3,6,4
58,2025-01-27 13:18:02,2025-01-27,5,Weekday,Midday,bus,B10,EB,STOP150,B10-20250127-1318-1,on_time,15,16.0,4,5
105,2025-01-27 13:25:20,2025-01-27,5,Weekday,Midday,train,T5,Inbound,STN105,T5-20250127-1325-4,on_time,-3,5.8,16,16
415,2025-01-27 13:53:10,2025-01-27,5,Weekday,Midday,train,T1,Outbound,STN45,T1-20250127-1353-3,late,137,5.3,16,13
66,2025-01-27 14:21:33,2025-01-27,5,Weekday,Midday,train,T2,Outbound,STN112,T2-20250127-1421-2,on_time,40,5.6,11,9
453,2025-01-27 14:33:09,2025-01-27,5,Weekday,Midday,bus,B99,NB,STOP370,B99-20250127-1433-3,late,139,14.6,2,4
258,2025-01-27 16:55:31,2025-01-27,5,Weekday,PM Peak,train,T3,Outbound,STN45,T3-20250127-1655-3,early,-146,5.5,10,20
431,2025-01-27 16:58:28,2025-01-27,5,Weekday,PM Peak,bus,B99,WB,STOP715,B99-20250127-1658-3,early,-87,5.4,5,3
436,2025-01-27 19:46:58,2025-01-27,5,Weekday,Evening,bus,B12,WB,STOP751,B12-20250127-1946-3,on_time,-4,14.5,2,3
24,2025-01-27 23:31:04,2025-01-27,5,Weekday,Night,train,T3,Inbound,STN85,T3-20250127-2331-2,late,199,9.8,13,9
276,2025-01-28 00:33:07,2025-01-28,5,Weekday,Night,bus,B21,SB,STOP169,B21-20250128-0033-3,on_time,34,18.5,5,2
128,2025-01-28 01:32:22,2025-01-28,5,Weekday,Night,bus,B99,SB,STOP690,B99-20250128-0132-1,late,87,13.7,5,0
235,2025-01-28 04:32:02,2025-01-28,5,Weekday,EarlyAM,train,T5,Outbound,STN96,T5-20250128-0432-4,on_time,-25,13.1,12,14
104,2025-01-28 06:21:51,2025-01-28,5,Weekday,AM Peak,bus,B12,EB,STOP527,B12-20250128-0621-3,early,-107,13.0,2,2
440,2025-01-28 08:11:44,2025-01-28,5,Weekday,AM Peak,train,T5,Inbound,STN155,T5-20250128-0811-4,early,-149,7.4,14,14
320,2025-01-28 09:58:12,2025-01-28,5,Weekday,AM Peak,bus,B52,WB,STOP761,B52-20250128-0958-4,late,145,5.9,3,2
381,2025-01-28 10:52:28,2025-01-28,5,Weekday,Midday,bus,B52,EB,STOP125,B52-20250128-1052-2,late,140,19.2,6,0
101,2025-01-28 14:30:33,2025-01-28,5,Weekday,Midday,train,T2,Inbound,STN193,T2-20250128-1430-1,early,-251,7.8,19,12
477,2025-01-28 19:48:47,2025-01-28,5,Weekday,Evening,train,T5,Outbound,STN54,T5-20250128-1948-1,on_time,57,9.5,22,9
270,2025-01-28 20:55:19,2025-01-28,5,Weekday,Evening,bus,B52,EB,STOP832,B52-20250128-2055-1,late,186,17.8,2,4
417,2025-01-28 21:27:05,2025-01-28,5,Weekday,Evening,train,T1,Outbound,STN126,T1-20250128-2127-4,on_time,38,10.4,16,17
289,2025-01-28 21:37:33,2025-01-28,5,Weekday,Evening,bus,B52,SB,STOP146,B52-20250128-2137-3,on_time,-54,12.5,7,2
74,2025-01-28 21:43:07,2025-01-28,5,Weekday,Evening,train,T1,Inbound,STN180,T1-20250128-2143-1,on_time,3,7.1,16,15
43,2025-01-28 22:25:19,2025-01-28,5,Weekday,Evening,bus,B12,WB,STOP982,B12-20250128-2225-1,early,-132,13.1,4,1
110,2025-01-28 22:41:49,2025-01-28,5,Weekday,Evening,bus,B52,WB,STOP399,B52-20250128-2241-3,on_time,-27,12.2,2,1
174,2025-01-28 22:51:19,2025-01-28,5,Weekday,Evening,train,T5,Inbound,STN88,T5-20250128-2251-4,on_time,-40,12.1,21,13
286,2025-01-28 23:19:33,2025-01-28,5,Weekday,Night,train,T2,Outbound,STN117,T2-20250128-2319-1,early,-71,7.5,12,15
183,2025-01-29 00:40:54,2025-01-29,5,Weekday,Night,bus,B21,EB,STOP686,B21-20250129-0040-1,on_time,28,8.0,9,2
362,2025-01-29 01:02:00,2025-01-29,5,Weekday,Night,bus,B21,NB,STOP988,B21-20250129-0102-2,late,162,8.7,3,3
435,2025-01-29 01:32:24,2025-01-29,5,Weekday,Night,train,T2,Outbound,STN55,T2-20250129-0132-2,early,-167,13.9,15,21
446,2025-01-29 03:41:05,2025-01-29,5,Weekday,Night,bus,B10,WB,STOP307,B10-20250129-0341-3,on_time,-48,15.7,3,2
302,2025-01-29 05:17:33,2025-01-29,5,Weekday,EarlyAM,bus,B99,EB,STOP439,B99-20250129-0517-4,on_time,-32,13.5,3,2
49,2025-01-29 07:37:26,2025-01-29,5,Weekday,AM Peak,train,T3,Inbound,STN71,T3-20250129-0737-3,late,95,12.7,15,19
198,2025-01-29 10:10:09,2025-01-29,5,Weekday,Midday,train,T3,Outbound,STN22,T3-20250129-1010-2,late,76,7.5,14,14
297,2025-01-29 10:45:51,2025-01-29,5,Weekday,Midday,bus,B10,WB,STOP237,B10-20250129-1045-1,on_time,-44,11.4,5,1
451,2025-01-29 12:15:40,2025-01-29,5,Weekday,Midday,bus,B21,WB,STOP867,B21-20250129-1215-4,late,188,6.9,1,3
344,2025-01-29 13:16:06,2025-01-29,5,Weekday,Midday,train,T1,Inbound,STN104,T1-20250129-1316-3,on_time,45,13.6,16,13
194,2025-01-29 15:00:40,2025-01-29,5,Weekday,PM Peak,train,T3,Inbound,STN22,T3-20250129-1500-2,early,-66,5.2,12,18
469,2025-01-29 15:45:47,2025-01-29,5,Weekday,PM Peak,bus,B99,SB,STOP474,B99-20250129-1545-1,on_time,-22,6.0,3,6
164,2025-01-29 16:37:51,2025-01-29,5,Weekday,PM Peak,bus,B52,SB,STOP134,B52-20250129-1637-1,on_time,4,17.4,4,6
160,2025-01-29 17:08:29,2025-01-29,5,Weekday,PM Peak,train,T5,Inbound,STN93,T5-20250129-1708-3,on_time,58,3.2,22,20
486,2025-01-29 19:33:02,2025-01-29,5,Weekday,Evening,bus,B10,NB,STOP476,B10-20250129-1933-1,on_time,44,11.8,4,5
238,2025-01-29 19:54:56,2025-01-29,5,Weekday,Evening,bus,B12,EB,STOP416,B12-20250129-1954-1,late,250,10.1,3,2
232,2025-01-29 20:25:39,2025-01-29,5,Weekday,Evening,bus,B99,WB,STOP313,B99-20250129-2025-1,early,-122,12.5,3,2
353,2025-01-29 20:52:15,2025-01-29,5,Weekday,Evening,train,T2,Outbound,STN175,T2-20250129-2052-2,early,-212,14.9,14,15
273,2025-01-29 21:15:24,2025-01-29,5,Weekday,Evening,bus,B21,NB,STOP283,B21-20250129-2115-4,on_time,10,13.9,8,1
131,2025-01-29 21:20:16,2025-01-29,5,Weekday,Evening,bus,B52,EB,STOP142,B52-20250129-2120-4,early,-161,14.9,4,2
98,2025-01-29 22:26:58,2025-01-29,5,Weekday,Evening,train,T1,Inbound,STN135,T1-20250129-2226-2,early,-122,14.9,16,18
70,2025-01-30 00:01:00,2025-01-30,5,Weekday,Night,bus,B21,EB,STOP395,B21-20250130-0001-3,on_time,14,15.9,6,2
313,2025-01-30 00:15:46,2025-01-30,5,Weekday,Night,train,T3,Outbound,STN182,T3-20250130-0015-1,early,-97,4.4,14,14
217,2025-01-30 00:43:30,2025-01-30,5,Weekday,Night,train,T2,Inbound,STN111,T2-20250130-0043-1,late,72,12.4,19,18
47,2025-01-30 00:59:56,2025-01-30,5,Weekday,Night,train,T3,Outbound,STN95,T3-20250130-0059-2,late,202,6.9,19,9
347,2025-01-30 03:09:17,2025-01-30,5,Weekday,Night,bus,B21,SB,STOP308,B21-20250130-0309-2,early,-196,11.8,5,3
445,2025-01-30 04:03:11,2025-01-30,5,Weekday,EarlyAM,bus,B52,SB,STOP816,B52-20250130-0403-3,on_time,-28,17.8,3,3
384,2025-01-30 05:23:23,2025-01-30,5,Weekday,EarlyAM,train,T5,Outbound,STN89,T5-20250130-0523-1,on_time,26,11.6,12,18
38,2025-01-30 05:38:29,2025-01-30,5,Weekday,EarlyAM,bus,B10,SB,STOP952,B10-20250130-0538-3,late,124,16.2,3,1
243,2025-01-30 06:00:39,2025-01-30,5,Weekday,AM Peak,train,T2,Inbound,STN70,T2-20250130-0600-3,late,172,4.2,15,17
447,2025-01-30 06:56:16,2025-01-30,5,Weekday,AM Peak,train,T3,Outbound,STN88,T3-20250130-0656-4,early,-265,9.1,13,16
2,2025-01-30 07:07:38,2025-01-30,5,Weekday,AM Peak,train,T3,Inbound,STN67,T3-20250130-0707-4,on_time,-28,9.3,14,9
303,2025-01-30 07:39:24,2025-01-30,5,Weekday,AM Peak,train,T5,Outbound,STN136,T5-20250130-0739-4,on_time,44,11.4,12,12
19,2025-01-30 09:05:45,2025-01-30,5,Weekday,AM Peak,bus,B99,EB,STOP422,B99-20250130-0905-3,on_time,20,7.5,4,6
376,2025-01-30 10:28:26,2025-01-30,5,Weekday,Midday,train,T2,Inbound,STN41,T2-20250130-1028-3,early,-62,14.8,19,14
53,2025-01-30 12:01:43,2025-01-30,5,Weekday,Midday,bus,B12,WB,STOP231,B12-20250130-1201-4,late,212,9.7,6,1
155,2025-01-30 15:23:46,2025-01-30,5,Weekday,PM Peak,train,T1,Outbound,STN137,T1-20250130-1523-1,late,215,3.2,21,18
484,2025-01-30 16:04:17,2025-01-30,5,Weekday,PM Peak,bus,B21,NB,STOP920,B21-20250130-1604-2,early,-80,13.9,4,3
421,2025-01-30 16:22:39,2025-01-30,5,Weekday,PM Peak,bus,B52,WB,STOP646,B52-20250130-1622-4,late,163,9.6,2,1
28,2025-01-30 16:51:32,2025-01-30,5,Weekday,PM Peak,bus,B10,WB,STOP174,B10-20250130-1651-3,on_time,-59,18.2,6,4
264,2025-01-30 17:36:40,2025-01-30,5,Weekday,PM Peak,train,T5,Inbound,STN102,T5-20250130-1736-4,early,-85,12.6,12,15
92,2025-01-30 17:51:28,2025-01-30,5,Weekday,PM Peak,train,T5,Inbound,STN41,T5-20250130-1751-2,early,-206,10.9,10,16
107,2025-01-30 20:07:40,2025-01-30,5,Weekday,Evening,train,T1,Inbound,STN72,T1-20250130-2007-2,on_time,40,14.7,14,17
317,2025-01-31 01:26:49,2025-01-31,5,Weekday,Night,train,T1,Inbound,STN10,T1-20250131-0126-1,late,67,6.9,15,22
312,2025-01-31 04:48:24,2025-01-31,5,Weekday,EarlyAM,bus,B12,EB,STOP639,B12-20250131-0448-2,late,89,13.7,2,3
281,2025-01-31 06:46:06,2025-01-31,5,Weekday,AM Peak,bus,B12,SB,STOP506,B12-20250131-0646-3,early,-298,13.0,5,1
23,2025-01-31 08:56:57,2025-01-31,5,Weekday,AM Peak,bus,B99,EB,STOP703,B99-20250131-0856-2,early,-92,16.2,2,6
262,2025-01-31 09:10:37,2025-01-31,5,Weekday,AM Peak,train,T5,Inbound,STN143,T5-20250131-0910-4,early,-168,9.8,17,16
291,2025-01-31 10:59:27,2025-01-31,5,Weekday,Midday,bus,B10,EB,STOP582,B10-20250131-1059-4,on_time,-10,5.4,6,3
358,2025-01-31 11:04:46,2025-01-31,5,Weekday,Midday,bus,B21,WB,STOP946,B21-20250131-1104-1,early,-143,19.3,6,5
199,2025-01-31 12:27:44,2025-01-31,5,Weekday,Midday,bus,B10,EB,STOP640,B10-20250131-1227-4,late,126,12.0,4,3
367,2025-01-31 14:20:58,2025-01-31,5,Weekday,Midday,bus,B99,WB,STOP535,B99-20250131-1420-3,late,147,13.0,7,1
474,2025-01-31 16:14:13,2025-01-31,5,Weekday,PM Peak,bus,B99,SB,STOP956,B99-20250131-1614-4,early,-149,9.0,3,7
211,2025-01-31 18:31:08,2025-01-31,5,Weekday,PM Peak,bus,B52,SB,STOP760,B52-20250131-1831-3,late,93,12.8,6,2
205,2025-01-31 21:10:21,2025-01-31,5,Weekday,Evening,bus,B52,SB,STOP795,B52-20250131-2110-1,early,-191,15.7,3,8
181,2025-02-01 00:19:00,2025-02-01,5,Weekend,Night,train,T2,Inbound,STN127,T2-20250201-0019-1,early,-202,5.7,14,18
465,2025-02-01 00:30:31,2025-02-01,5,Weekend,Night,bus,B99,SB,STOP235,B99-20250201-0030-2,late,147,11.6,6,2
255,2025-02-01 00:55:27,2025-02-01,5,Weekend,Night,train,T5,Outbound,STN16,T5-20250201-0055-3,on_time,34,9.0,15,7
